text,sector,severity,municipal_corp,date,month,year
Building plans not approved in MMC jurisdiction,building,1,MMC,2024-07-12,7,2024
Power cut during office hours in JMC jurisdiction,electricity,1,JMC,2024-08-21,8,2024
Bridge approach damaged near Ward 4 in KMC jurisdiction,road,2,KMC,2024-05-29,5,2024
Road markings faded on Garden Street in KDMC jurisdiction,road,0,KDMC,2023-10-03,10,2023
Street light sensor not working in NMC jurisdiction,electricity,0,NMC,2023-12-08,12,2023
Road surface cracks on Lake Side,road,0,HMC,2024-06-09,6,2024
Road hump needs repainting on Station Road in UMC jurisdiction,road,0,UMC,2023-03-06,3,2023
Construction debris on Gandhi Road,road,1,MMC,2023-08-20,8,2023
Billboard lights causing glare in KDMC jurisdiction,electricity,1,KDMC,2024-02-10,2,2024
Park lights not functioning in VMC jurisdiction,electricity,0,VMC,2023-12-16,12,2023
Street light not working at Ward 4 in TMC jurisdiction,electricity,1,TMC,2024-09-01,9,2024
Poor road repair work on Hospital Lane in UMC jurisdiction,road,1,UMC,2023-10-22,10,2023
Power cut during office hours,electricity,1,AMC,2024-05-17,5,2024
Garbage burning in open in CMC jurisdiction,sanitation,2,CMC,2023-06-13,6,2023
Drain blockage at Ward 7 in KDMC jurisdiction,water,1,KDMC,2023-08-03,8,2023
Irregular water supply timing,water,1,UMC,2024-08-14,8,2024
Dog waste in park,parks,0,WMC,2024-08-09,8,2024
Public event damage not repaired in SMC jurisdiction,parks,1,SMC,2024-11-03,11,2024
Power theft suspected in Ward 1,electricity,2,LMC,2024-11-15,11,2024
Speed breaker damaged on College Road in PMC jurisdiction,road,1,PMC,2024-08-21,8,2024
Traffic signal not working at North Zone in KMC jurisdiction,road,2,KMC,2023-11-19,11,2023
Walking track damaged in BMC jurisdiction,parks,1,BMC,2023-05-19,5,2023
Dumpster missing lid,sanitation,0,KDMC,2024-06-27,6,2024
Power cut during office hours in CMC jurisdiction,electricity,1,CMC,2024-09-25,9,2024
Road hump needs repainting on Park Avenue in JMC jurisdiction,road,0,JMC,2023-10-26,10,2023
Poor road repair work on Nehru Marg in VMC jurisdiction,road,1,VMC,2024-08-04,8,2024
High mast light not working in HMC jurisdiction,electricity,1,HMC,2023-07-06,7,2023
Irrigation system broken in MMC jurisdiction,parks,1,MMC,2023-01-05,1,2023
Traffic signal not working at South Zone in WMC jurisdiction,road,2,WMC,2023-07-29,7,2023
Building permit delay in UMC jurisdiction,building,0,UMC,2023-08-08,8,2023
Sidewalk damaged on Hospital Lane,road,1,MMC,2023-09-27,9,2023
Water quality issues in Middle Class Colony,water,2,SMC,2024-04-09,4,2024
Garbage not collected for 2+ days in GMC jurisdiction,sanitation,2,GMC,2023-08-02,8,2023
Sanitation workers strike in HMC jurisdiction,sanitation,2,HMC,2024-04-26,4,2024
Property tax assessment error,building,0,HMC,2023-07-10,7,2023
Road markings faded on Garden Street in BMC jurisdiction,road,0,BMC,2023-01-08,1,2023
Public tap not working at Commercial Complex,water,0,DMC,2023-10-06,10,2023
Minor pothole on Main Street in SMC jurisdiction,road,0,SMC,2024-09-22,9,2024
Heritage building damage in KMC jurisdiction,building,2,KMC,2024-04-21,4,2024
Composting facility issue,sanitation,1,KMC,2024-08-11,8,2024
Illegal parking blocking Market Road in DMC jurisdiction,road,1,DMC,2023-01-15,1,2023
Poor road repair work on Garden Street in KMC jurisdiction,road,1,KMC,2023-06-23,6,2023
Public toilet in park dirty,parks,2,BMC,2023-08-31,8,2023
Stray animals in garbage in KDMC jurisdiction,sanitation,1,KDMC,2024-07-10,7,2024
Construction debris on MG Road in WMC jurisdiction,road,1,WMC,2024-05-21,5,2024
Water pipe burst at Industrial Area causing flooding in TMC jurisdiction,water,2,TMC,2024-04-17,4,2024
Recycling not being done in LMC jurisdiction,sanitation,0,LMC,2023-04-22,4,2023
Drain cleaning overdue,sanitation,1,HMC,2024-11-01,11,2024
Road hump needs repainting on MG Road in KDMC jurisdiction,road,0,KDMC,2023-11-10,11,2023
Tree branch fallen on road at North Zone,road,2,SMC,2023-05-15,5,2023
Sidewalk damaged on Cross Street in TMC jurisdiction,road,1,TMC,2024-08-24,8,2024
Water meter not working in KMC jurisdiction,water,0,KMC,2024-10-29,10,2024
Public toilet unclean at West Zone,sanitation,1,TMC,2024-12-09,12,2024
Street light timing incorrect in BMC jurisdiction,electricity,0,BMC,2024-08-11,8,2024
Unauthorized commercial use,building,1,WMC,2023-09-19,9,2023
Drainage system failure during rain in HMC jurisdiction,water,2,HMC,2024-04-19,4,2024
Garbage burning in open in CMC jurisdiction,sanitation,2,CMC,2024-10-02,10,2024
Road markings faded on Temple Street in SMC jurisdiction,road,0,SMC,2024-03-23,3,2024
Building permit delay in AMC jurisdiction,building,0,AMC,2024-06-24,6,2024
Tap leaking at Ward 3,water,0,TMC,2023-07-24,7,2023
Emergency lights not working in KMC jurisdiction,electricity,2,KMC,2023-12-03,12,2023
Minor pothole on MG Road in BMC jurisdiction,road,0,BMC,2024-01-21,1,2024
Missing manhole cover on College Road,road,2,KDMC,2024-10-04,10,2024
Roadside vegetation obstructing view,road,1,CMC,2024-08-18,8,2024
Public bins missing in KDMC jurisdiction,sanitation,0,KDMC,2023-09-22,9,2023
Dead animal not removed,sanitation,2,NMC,2023-07-13,7,2023
Stray animals in garbage in KDMC jurisdiction,sanitation,1,KDMC,2023-09-02,9,2023
Water bill discrepancy for North Zone in VMC jurisdiction,water,1,VMC,2024-12-21,12,2024
Irregular water supply timing in BMC jurisdiction,water,1,BMC,2023-05-22,5,2023
Public tap not working at Ward 3 in RMC jurisdiction,water,0,RMC,2024-12-06,12,2024
Road surface cracks on Lake Side in RMC jurisdiction,road,0,RMC,2023-08-16,8,2023
Street light flickering at Market Area,electricity,0,UMC,2024-10-05,10,2024
Littering in public park in CMC jurisdiction,sanitation,0,CMC,2024-02-12,2,2024
Drainage cover broken on road in AMC jurisdiction,road,1,AMC,2024-03-12,3,2024
Public bins missing in KMC jurisdiction,sanitation,0,KMC,2023-04-02,4,2023
Dumpster missing lid in UMC jurisdiction,sanitation,0,UMC,2024-03-15,3,2024
Water contamination reported in Ward 3 in TMC jurisdiction,water,2,TMC,2023-01-08,1,2023
Unauthorized dumping ground in CMC jurisdiction,sanitation,2,CMC,2023-06-02,6,2023
Water treatment plant issue,water,2,KDMC,2024-07-01,7,2024
Fire safety violation in KMC jurisdiction,building,2,KMC,2023-07-07,7,2023
Drain blockage at Commercial Complex in KDMC jurisdiction,water,1,KDMC,2023-08-01,8,2023
Public toilet unclean at Ward 3 in PMC jurisdiction,sanitation,1,PMC,2024-10-14,10,2024
Drain blockage at Central Zone in RMC jurisdiction,water,1,RMC,2023-06-26,6,2023
Illegal electricity connection in UMC jurisdiction,electricity,2,UMC,2023-05-31,5,2023
Water meter not working in VMC jurisdiction,water,0,VMC,2023-01-19,1,2023
Road surface cracks on Park Avenue in BMC jurisdiction,road,0,BMC,2024-01-15,1,2024
Poor road repair work on MG Road,road,1,HMC,2023-09-03,9,2023
Poor road repair work on Main Street,road,1,HMC,2023-07-27,7,2023
Property tax assessment error in WMC jurisdiction,building,0,WMC,2024-08-29,8,2024
Flower beds neglected in KDMC jurisdiction,parks,0,KDMC,2023-01-14,1,2023
Medical waste in regular garbage,sanitation,2,JMC,2024-10-05,10,2024
Construction debris on Hospital Lane in SMC jurisdiction,road,1,SMC,2023-05-03,5,2023
Unauthorized vendors in park,parks,1,LMC,2024-04-27,4,2024
Exposed wires at Ward 4,electricity,2,SMC,2023-04-19,4,2023
Electrical maintenance overdue,electricity,1,WMC,2023-06-08,6,2023
Property tax assessment error in AMC jurisdiction,building,0,AMC,2023-10-28,10,2023
Recycling not being done in VMC jurisdiction,sanitation,0,VMC,2023-05-05,5,2023
Missing manhole cover on Temple Street in WMC jurisdiction,road,2,WMC,2024-04-11,4,2024
Public toilet in park dirty in VMC jurisdiction,parks,2,VMC,2023-01-10,1,2023
No water supply for 24+ hours,water,2,HMC,2023-06-10,6,2023
Industrial waste mixing in JMC jurisdiction,sanitation,2,JMC,2023-04-14,4,2023
Poor road repair work on Service Road in RMC jurisdiction,road,1,RMC,2023-09-08,9,2023
Park gates broken in JMC jurisdiction,parks,1,JMC,2023-04-03,4,2023
Water treatment plant issue in GMC jurisdiction,water,2,GMC,2023-06-09,6,2023
Construction waste on roadside in MMC jurisdiction,sanitation,1,MMC,2023-09-10,9,2023
Public tap not working at Ward 2,water,0,VMC,2024-09-04,9,2024
Low water pressure in Central Zone in KMC jurisdiction,water,1,KMC,2023-04-15,4,2023
Exposed wires at Ward 2 in SMC jurisdiction,electricity,2,SMC,2024-05-13,5,2024
Street light timing incorrect in LMC jurisdiction,electricity,0,LMC,2023-06-15,6,2023
Pothole developing on Garden Street in NMC jurisdiction,road,1,NMC,2023-09-14,9,2023
Sewage backup in Slum Area,water,2,CMC,2024-12-24,12,2024
Pipeline repair work incomplete in VMC jurisdiction,water,1,VMC,2023-05-22,5,2023
Composting facility issue in HMC jurisdiction,sanitation,1,HMC,2023-08-28,8,2023
Property tax assessment error,building,0,LMC,2023-01-10,1,2023
Emergency lights not working,electricity,2,SMC,2023-09-23,9,2023
Road surface cracks on Garden Street,road,0,VMC,2023-07-04,7,2023
Composting facility issue in DMC jurisdiction,sanitation,1,DMC,2024-05-18,5,2024
Bridge approach damaged near Ward 4 in AMC jurisdiction,road,2,AMC,2024-07-19,7,2024
Street light flickering at Market Area,electricity,0,AMC,2023-01-09,1,2023
Major road collapse on River View in GMC jurisdiction,road,2,GMC,2023-03-21,3,2023
Exposed wires at Ward 1,electricity,2,LMC,2023-03-24,3,2023
Public toilet in park dirty in LMC jurisdiction,parks,2,LMC,2024-03-30,3,2024
Sewage smell in East Zone in PMC jurisdiction,sanitation,1,PMC,2024-12-18,12,2024
Electrical maintenance overdue,electricity,1,AMC,2024-07-20,7,2024
Public toilet in park dirty in NMC jurisdiction,parks,2,NMC,2023-10-14,10,2023
Overflowing water tank at East Zone in WMC jurisdiction,water,2,WMC,2023-06-16,6,2023
Missing manhole cover on Market Road in CMC jurisdiction,road,2,CMC,2024-07-04,7,2024
Traffic signal not working at South Zone,road,2,BMC,2024-02-07,2,2024
Water meter not working in LMC jurisdiction,water,0,LMC,2023-10-12,10,2023
Walking track damaged in WMC jurisdiction,parks,1,WMC,2024-08-02,8,2024
Sidewalk damaged on Lake Side,road,1,VMC,2023-10-08,10,2023
Park gates broken in LMC jurisdiction,parks,1,LMC,2024-08-07,8,2024
Medical waste in regular garbage,sanitation,2,GMC,2023-10-04,10,2023
Road surface cracks on Cross Street in RMC jurisdiction,road,0,RMC,2023-11-22,11,2023
Sewage backup in West Zone in LMC jurisdiction,water,2,LMC,2023-05-10,5,2023
Bio-medical waste not disposed properly in KMC jurisdiction,sanitation,2,KMC,2023-08-30,8,2023
Water supply contaminated with sewage,water,2,JMC,2024-08-27,8,2024
Leaking pipeline near Ward 6 in CMC jurisdiction,water,1,CMC,2024-07-25,7,2024
Major road collapse on Cross Street in BMC jurisdiction,road,2,BMC,2024-07-09,7,2024
Public toilet unclean at Ward 1,sanitation,1,VMC,2023-09-30,9,2023
Public bins missing in CMC jurisdiction,sanitation,0,CMC,2023-06-12,6,2023
Water treatment plant issue in NMC jurisdiction,water,2,NMC,2024-02-26,2,2024
Garbage overflow at Ward 5 in LMC jurisdiction,sanitation,1,LMC,2023-01-01,1,2023
Dumpster missing lid in BMC jurisdiction,sanitation,0,BMC,2023-07-09,7,2023
Major road collapse on Market Road in UMC jurisdiction,road,2,UMC,2024-04-19,4,2024
Sanitation workers strike,sanitation,2,BMC,2023-05-13,5,2023
Pothole developing on MG Road in RMC jurisdiction,road,1,RMC,2023-08-22,8,2023
Poor road repair work on Market Road,road,1,LMC,2024-11-20,11,2024
Unauthorized building modifications in MMC jurisdiction,building,2,MMC,2024-09-24,9,2024
Dead animal not removed,sanitation,2,NMC,2023-04-12,4,2023
Sewage backup in Central Zone,water,2,TMC,2024-07-02,7,2024
Large dangerous pothole on Main Street causing accidents in WMC jurisdiction,road,2,WMC,2023-08-14,8,2023
Illegal parking blocking School Road,road,1,BMC,2024-10-12,10,2024
Road markings faded on Link Road in HMC jurisdiction,road,0,HMC,2023-02-22,2,2023
Recycling not being done in VMC jurisdiction,sanitation,0,VMC,2023-03-10,3,2023
Stagnant water causing mosquito breeding,water,1,HMC,2024-09-15,9,2024
Building permit delay in DMC jurisdiction,building,0,DMC,2023-04-23,4,2023
Water pipe burst at South Zone causing flooding,water,2,MMC,2023-08-22,8,2023
Water supply contaminated with sewage in CMC jurisdiction,water,2,CMC,2023-01-28,1,2023
Poor road repair work on School Road,road,1,MMC,2024-10-19,10,2024
Road hump needs repainting on Hospital Lane in HMC jurisdiction,road,0,HMC,2024-03-17,3,2024
Street light flickering at Residential Colony in WMC jurisdiction,electricity,0,WMC,2023-07-30,7,2023
Garbage overflow at Slum Area in AMC jurisdiction,sanitation,1,AMC,2024-08-17,8,2024
Recycling not being done in GMC jurisdiction,sanitation,0,GMC,2023-10-26,10,2023
Minor pothole on Church Street in WMC jurisdiction,road,0,WMC,2024-08-02,8,2024
Public tap not working at Affluent Society in GMC jurisdiction,water,0,GMC,2023-10-06,10,2023
Drain cleaning overdue,sanitation,1,KDMC,2023-04-25,4,2023
Irrigation system broken in KMC jurisdiction,parks,1,KMC,2023-12-03,12,2023
Exposed wires at Ward 6 in KDMC jurisdiction,electricity,2,KDMC,2024-06-25,6,2024
Tap leaking at Affluent Society in UMC jurisdiction,water,0,UMC,2023-01-18,1,2023
Road hump needs repainting on Gandhi Road in AMC jurisdiction,road,0,AMC,2023-09-28,9,2023
Property tax assessment error in AMC jurisdiction,building,0,AMC,2024-09-02,9,2024
Traffic signal not working at Central Zone in SMC jurisdiction,road,2,SMC,2023-07-07,7,2023
Leaking pipeline near Residential Colony in BMC jurisdiction,water,1,BMC,2024-04-04,4,2024
Garden not watered in VMC jurisdiction,parks,0,VMC,2024-12-07,12,2024
Voltage fluctuations frequent in HMC jurisdiction,electricity,1,HMC,2023-03-17,3,2023
Transformer making noise at Ward 5,electricity,1,DMC,2023-09-20,9,2023
Street light sensor not working in MMC jurisdiction,electricity,0,MMC,2023-01-12,1,2023
Drainage system failure during rain in CMC jurisdiction,water,2,CMC,2023-12-20,12,2023
Transformer making noise at Central Zone,electricity,1,WMC,2024-03-20,3,2024
Recycling not being done,sanitation,0,CMC,2024-09-05,9,2024
Building cracks noticed,building,1,TMC,2023-10-24,10,2023
Street light flickering at Ward 7 in PMC jurisdiction,electricity,0,PMC,2024-08-11,8,2024
Roadside vegetation obstructing view in UMC jurisdiction,road,1,UMC,2024-08-28,8,2024
Major road collapse on Main Street in JMC jurisdiction,road,2,JMC,2023-08-28,8,2023
Property tax assessment error in RMC jurisdiction,building,0,RMC,2023-01-05,1,2023
Public bins missing in TMC jurisdiction,sanitation,0,TMC,2024-02-23,2,2024
Transformer making noise at North Zone,electricity,1,DMC,2023-01-07,1,2023
Littering in public park,sanitation,0,GMC,2023-11-22,11,2023
Electrical maintenance overdue,electricity,1,KDMC,2023-12-25,12,2023
High mast light not working in CMC jurisdiction,electricity,1,CMC,2023-07-18,7,2023
Road markings faded on Service Road in AMC jurisdiction,road,0,AMC,2024-04-04,4,2024
Exposed wires at Ward 1 in DMC jurisdiction,electricity,2,DMC,2024-07-01,7,2024
Power theft suspected in Middle Class Colony,electricity,2,BMC,2024-01-01,1,2024
Medical waste in regular garbage in AMC jurisdiction,sanitation,2,AMC,2023-12-27,12,2023
Property tax assessment error in KDMC jurisdiction,building,0,KDMC,2023-12-19,12,2023
Stray animals in garbage,sanitation,1,PMC,2024-04-07,4,2024
Water meter not working,water,0,UMC,2023-09-12,9,2023
Street light not working at East Zone in AMC jurisdiction,electricity,1,AMC,2024-07-11,7,2024
Public bins missing in TMC jurisdiction,sanitation,0,TMC,2023-01-13,1,2023
Irregular water supply timing,water,1,JMC,2024-01-27,1,2024
Leaking pipeline near South Zone,water,1,CMC,2023-05-16,5,2023
Park lights not functioning in MMC jurisdiction,electricity,0,MMC,2024-09-11,9,2024
High mast light not working in NMC jurisdiction,electricity,1,NMC,2023-07-24,7,2023
Public toilet in park dirty in VMC jurisdiction,parks,2,VMC,2024-07-04,7,2024
Water meter not working in AMC jurisdiction,water,0,AMC,2024-11-04,11,2024
Road hump needs repainting on MG Road in WMC jurisdiction,road,0,WMC,2023-10-07,10,2023
Drain blockage at Ward 7 in BMC jurisdiction,water,1,BMC,2023-03-07,3,2023
Medical waste in regular garbage,sanitation,2,CMC,2024-08-13,8,2024
Water feature malfunction in VMC jurisdiction,parks,1,VMC,2024-02-22,2,2024
Water pipe burst at Central Zone causing flooding in VMC jurisdiction,water,2,VMC,2023-01-14,1,2023
Missing manhole cover on Main Street in HMC jurisdiction,road,2,HMC,2023-02-23,2,2023
Pothole developing on Office Lane in GMC jurisdiction,road,1,GMC,2023-05-04,5,2023
Road surface cracks on Main Street,road,0,PMC,2023-08-31,8,2023
Garbage not collected for 2+ days in BMC jurisdiction,sanitation,2,BMC,2024-06-30,6,2024
Tap leaking at Affluent Society in JMC jurisdiction,water,0,JMC,2024-07-24,7,2024
Partial power failure in Slum Area in KMC jurisdiction,electricity,1,KMC,2023-02-23,2,2023
Road surface cracks on Lake Side,road,0,LMC,2024-02-20,2,2024
Bridge approach damaged near Affluent Society in KDMC jurisdiction,road,2,KDMC,2023-03-14,3,2023
Road surface cracks on Park Avenue in LMC jurisdiction,road,0,LMC,2023-04-07,4,2023
Pothole developing on Hill Road in CMC jurisdiction,road,1,CMC,2023-09-19,9,2023
Water meter not working,water,0,JMC,2024-07-21,7,2024
Walking track damaged in DMC jurisdiction,parks,1,DMC,2024-07-26,7,2024
Road markings faded on Lake Side in TMC jurisdiction,road,0,TMC,2023-08-11,8,2023
Drain cleaning overdue in WMC jurisdiction,sanitation,1,WMC,2024-11-29,11,2024
Water treatment plant issue in VMC jurisdiction,water,2,VMC,2024-08-30,8,2024
Sidewalk damaged on Hospital Lane in SMC jurisdiction,road,1,SMC,2023-05-22,5,2023
Drain blockage at Ward 1,water,1,WMC,2024-05-09,5,2024
Public tap not working at South Zone in GMC jurisdiction,water,0,GMC,2024-02-03,2,2024
Dog waste in park in CMC jurisdiction,parks,0,CMC,2023-03-13,3,2023
Property tax assessment error,building,0,TMC,2023-09-09,9,2023
Waterlogging on Temple Street during rain in TMC jurisdiction,road,2,TMC,2023-09-01,9,2023
Pothole developing on Market Road,road,1,NMC,2023-10-04,10,2023
Public toilet unclean at Market Area in RMC jurisdiction,sanitation,1,RMC,2023-05-22,5,2023
Public toilet in park dirty in MMC jurisdiction,parks,2,MMC,2023-02-10,2,2023
Roadside vegetation obstructing view,road,1,CMC,2024-07-08,7,2024
Public bins missing in MMC jurisdiction,sanitation,0,MMC,2023-05-11,5,2023
Speed breaker damaged on Market Road in VMC jurisdiction,road,1,VMC,2024-07-15,7,2024
Public tap not working at Ward 3 in TMC jurisdiction,water,0,TMC,2024-04-06,4,2024
Dumpster missing lid in DMC jurisdiction,sanitation,0,DMC,2024-10-14,10,2024
Electrical meter issue in UMC jurisdiction,electricity,0,UMC,2024-06-18,6,2024
Illegal electricity connection,electricity,2,WMC,2023-10-05,10,2023
Overflowing water tank at Ward 1,water,2,UMC,2024-03-31,3,2024
Tap leaking at Commercial Complex,water,0,UMC,2024-03-03,3,2024
Water treatment plant issue in RMC jurisdiction,water,2,RMC,2023-06-26,6,2023
Unauthorized dumping ground in KMC jurisdiction,sanitation,2,KMC,2024-01-01,1,2024
Tap leaking at Ward 6,water,0,PMC,2023-11-06,11,2023
Garbage truck leaking in DMC jurisdiction,sanitation,1,DMC,2023-07-26,7,2023
Play equipment damaged,parks,1,LMC,2024-02-23,2,2024
Minor pothole on Temple Street in JMC jurisdiction,road,0,JMC,2024-07-01,7,2024
Road markings faded on College Road,road,0,TMC,2024-07-15,7,2024
Pothole developing on Garden Street in WMC jurisdiction,road,1,WMC,2023-11-16,11,2023
Roadside vegetation obstructing view in LMC jurisdiction,road,1,LMC,2024-06-29,6,2024
Poor road repair work on Hospital Lane,road,1,HMC,2023-10-11,10,2023
Tap leaking at Market Area in SMC jurisdiction,water,0,SMC,2024-10-20,10,2024
Transformer making noise at Industrial Area in GMC jurisdiction,electricity,1,GMC,2024-05-07,5,2024
Unauthorized dumping ground in CMC jurisdiction,sanitation,2,CMC,2024-07-15,7,2024
Drainage cover broken on road in KMC jurisdiction,road,1,KMC,2023-05-28,5,2023
Street light not working at Ward 5,electricity,1,HMC,2023-08-22,8,2023
Dumpster missing lid,sanitation,0,MMC,2024-07-09,7,2024
Water bill discrepancy for Industrial Area,water,1,UMC,2024-08-17,8,2024
Borewell not functioning in LMC jurisdiction,water,1,LMC,2023-11-18,11,2023
Poor road repair work on Station Road in RMC jurisdiction,road,1,RMC,2024-07-17,7,2024
Sewage smell in Commercial Complex in KMC jurisdiction,sanitation,1,KMC,2023-04-22,4,2023
Littering in public park in KMC jurisdiction,sanitation,0,KMC,2024-05-15,5,2024
Low water pressure in Ward 4 in WMC jurisdiction,water,1,WMC,2024-08-23,8,2024
Road hump needs repainting on Cross Street in MMC jurisdiction,road,0,MMC,2024-09-20,9,2024
Public toilet unclean at Ward 7 in PMC jurisdiction,sanitation,1,PMC,2023-12-04,12,2023
Traffic signal not working at Ward 2 in JMC jurisdiction,road,2,JMC,2024-10-21,10,2024
Billboard lights causing glare,electricity,1,SMC,2023-10-14,10,2023
Overflowing water tank at Ward 4,water,2,UMC,2023-11-15,11,2023
Bio-medical waste not disposed properly,sanitation,2,WMC,2024-08-19,8,2024
Unauthorized vendors in park in LMC jurisdiction,parks,1,LMC,2023-05-26,5,2023
Construction without permission in GMC jurisdiction,building,2,GMC,2023-10-26,10,2023
Transformer making noise at Industrial Area in AMC jurisdiction,electricity,1,AMC,2024-06-05,6,2024
Park gates broken in AMC jurisdiction,parks,1,AMC,2023-11-04,11,2023
Unauthorized vendors in park in KDMC jurisdiction,parks,1,KDMC,2023-09-18,9,2023
Stray animals in garbage,sanitation,1,PMC,2024-08-09,8,2024
Water meter not working,water,0,DMC,2024-09-16,9,2024
Road surface cracks on Station Road in TMC jurisdiction,road,0,TMC,2024-11-11,11,2024
Garbage truck leaking,sanitation,1,BMC,2023-07-28,7,2023
Construction safety violation in TMC jurisdiction,building,2,TMC,2024-10-11,10,2024
Property tax assessment error,building,0,CMC,2023-07-11,7,2023
Sewage backup in South Zone,water,2,TMC,2023-09-04,9,2023
Irregular water supply timing,water,1,BMC,2023-08-02,8,2023
Construction quality issues in MMC jurisdiction,building,1,MMC,2023-01-17,1,2023
Road surface cracks on Gandhi Road in WMC jurisdiction,road,0,WMC,2023-12-25,12,2023
Water meter not working in UMC jurisdiction,water,0,UMC,2023-05-12,5,2023
Bridge approach damaged near Ward 1,road,2,UMC,2023-12-09,12,2023
Road markings faded on Link Road in GMC jurisdiction,road,0,GMC,2024-12-13,12,2024
Recycling not being done in CMC jurisdiction,sanitation,0,CMC,2023-04-28,4,2023
Drain cleaning overdue in HMC jurisdiction,sanitation,1,HMC,2023-11-21,11,2023
Pothole developing on College Road in NMC jurisdiction,road,1,NMC,2023-09-07,9,2023
Roadside vegetation obstructing view,road,1,UMC,2023-03-29,3,2023
Road hump needs repainting on Temple Street in TMC jurisdiction,road,0,TMC,2024-04-12,4,2024
Power cut during office hours in HMC jurisdiction,electricity,1,HMC,2023-05-12,5,2023
Street light flickering at Ward 5,electricity,0,UMC,2024-08-15,8,2024
Bridge approach damaged near West Zone in KDMC jurisdiction,road,2,KDMC,2023-07-20,7,2023
Dumpster missing lid,sanitation,0,TMC,2023-05-22,5,2023
Littering in public park in KMC jurisdiction,sanitation,0,KMC,2024-05-06,5,2024
Major road collapse on Market Road in HMC jurisdiction,road,2,HMC,2023-05-20,5,2023
Road surface cracks on Station Road in CMC jurisdiction,road,0,CMC,2023-02-18,2,2023
Minor pothole on Park Avenue in WMC jurisdiction,road,0,WMC,2023-08-01,8,2023
Tap leaking at East Zone in PMC jurisdiction,water,0,PMC,2024-01-08,1,2024
Sewage backup in East Zone,water,2,CMC,2023-09-18,9,2023
Fountain not working in JMC jurisdiction,parks,1,JMC,2023-07-10,7,2023
Water treatment plant issue in WMC jurisdiction,water,2,WMC,2023-01-06,1,2023
Park closing early in CMC jurisdiction,parks,0,CMC,2024-01-05,1,2024
Tap leaking at Market Area in HMC jurisdiction,water,0,HMC,2023-04-18,4,2023
Composting facility issue,sanitation,1,SMC,2024-12-15,12,2024
Road hump needs repainting on College Road in VMC jurisdiction,road,0,VMC,2023-04-16,4,2023
Speed breaker damaged on River View,road,1,MMC,2023-05-31,5,2023
Partial power failure in Market Area in WMC jurisdiction,electricity,1,WMC,2023-08-18,8,2023
Street light timing incorrect in HMC jurisdiction,electricity,0,HMC,2023-04-01,4,2023
Major road collapse on River View in DMC jurisdiction,road,2,DMC,2024-12-08,12,2024
Tap leaking at Commercial Complex,water,0,GMC,2024-10-10,10,2024
Recycling not being done,sanitation,0,VMC,2023-07-15,7,2023
Composting facility issue in KDMC jurisdiction,sanitation,1,KDMC,2024-11-19,11,2024
Stray animals in garbage in CMC jurisdiction,sanitation,1,CMC,2023-04-24,4,2023
Building permit delay in RMC jurisdiction,building,0,RMC,2023-09-10,9,2023
Leaking pipeline near East Zone in KDMC jurisdiction,water,1,KDMC,2023-10-06,10,2023
Irrigation system broken,parks,1,DMC,2024-12-03,12,2024
Street light flickering at Ward 7 in KMC jurisdiction,electricity,0,KMC,2023-12-04,12,2023
Tap leaking at South Zone in BMC jurisdiction,water,0,BMC,2024-03-11,3,2024
Exposed wires at Commercial Complex in PMC jurisdiction,electricity,2,PMC,2024-07-10,7,2024
Emergency lights not working in DMC jurisdiction,electricity,2,DMC,2024-05-17,5,2024
Grass not maintained in KDMC jurisdiction,parks,0,KDMC,2023-03-23,3,2023
Road markings faded on Hill Road in UMC jurisdiction,road,0,UMC,2023-11-27,11,2023
Garbage overflow at Ward 5 in KDMC jurisdiction,sanitation,1,KDMC,2023-10-17,10,2023
High mast light not working,electricity,1,WMC,2023-02-01,2,2023
Illegal parking blocking Market Road,road,1,HMC,2023-07-08,7,2023
Composting facility issue in VMC jurisdiction,sanitation,1,VMC,2024-10-31,10,2024
Water meter not working in TMC jurisdiction,water,0,TMC,2023-02-13,2,2023
Electrical maintenance overdue in PMC jurisdiction,electricity,1,PMC,2023-05-25,5,2023
Tap leaking at Central Zone,water,0,PMC,2024-11-06,11,2024
Power fluctuations damaging appliances in HMC jurisdiction,electricity,2,HMC,2024-09-12,9,2024
Park gates broken in JMC jurisdiction,parks,1,JMC,2024-09-19,9,2024
Bio-medical waste not disposed properly,sanitation,2,HMC,2023-09-26,9,2023
Power theft suspected in Ward 5 in NMC jurisdiction,electricity,2,NMC,2023-06-29,6,2023
Garbage overflow at Middle Class Colony,sanitation,1,NMC,2023-07-11,7,2023
Roadside vegetation obstructing view in KMC jurisdiction,road,1,KMC,2023-08-17,8,2023
Street light flickering at Ward 5 in UMC jurisdiction,electricity,0,UMC,2024-10-12,10,2024
Recycling not being done in LMC jurisdiction,sanitation,0,LMC,2023-12-05,12,2023
Recycling not being done in UMC jurisdiction,sanitation,0,UMC,2023-08-20,8,2023
Road markings faded on Station Road in DMC jurisdiction,road,0,DMC,2023-05-15,5,2023
Speed breaker damaged on Hill Road in AMC jurisdiction,road,1,AMC,2024-08-27,8,2024
Industrial waste mixing in PMC jurisdiction,sanitation,2,PMC,2024-05-27,5,2024
Complete blackout in Ward 6 in RMC jurisdiction,electricity,2,RMC,2024-03-04,3,2024
Street light timing incorrect in SMC jurisdiction,electricity,0,SMC,2024-09-25,9,2024
Street light flickering at Ward 2 in BMC jurisdiction,electricity,0,BMC,2023-07-08,7,2023
